,index,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
525,25,70,70 Panopaea (A861 JA),14:14,16:22,18:31,04:16,04:12:58,"+24 56'27""",12.2,2.75,1.79,162.73,142.3,-19.08,20231112
526,26,503,503 Evelyn (A903 BL),14:31,16:22,18:12,03:41,04:12:27,"+19 31'42""",12.5,2.39,1.42,164.14,143.4,-22.86,20231112
527,27,65,65 Cybele (A861 EB),14:49,16:27,18:05,03:15,04:17:28,"+16 32'34""",12.5,3.82,2.86,162.91,142.5,-23.94,20231112
528,28,113,113 Amalthea (A871 EA),15:04,16:28,17:53,02:48,04:18:59,"+13 57'24""",12.0,2.54,1.58,162.11,142.2,-25.32,20231112
529,29,346,346 Hermentaria (A892 WC),15:12,16:39,18:06,02:53,04:29:35,"+14 23'16""",11.0,2.56,1.60,159.70,139.6,-23.05,20231112
530,30,306,306 Unitas (A891 EA),15:47,16:40,17:34,01:47,04:30:56,"+09 51'31""",12.2,2.43,1.48,158.05,139.0,-25.54,20231112
531,31,358,358 Apollonia (A893 EC),15:08,16:47,18:25,03:16,04:37:24,"+16 35'34""",12.6,2.44,1.49,158.16,137.7,-20.21,20231112
532,32,95,95 Arethusa (A867 WA),14:51,16:51,18:51,03:59,04:41:43,"+22 08'30""",11.9,2.63,1.69,157.05,136.3,-15.97,20231112
533,33,758,758 Mancunia (A912 KB),15:16,16:54,18:31,03:15,04:44:41,"+16 27'11""",12.4,2.72,1.78,156.41,136.0,-18.91,20231112
534,34,480,480 Hansa (A901 KB),15:15,17:01,18:46,03:31,04:51:38,"+18 15'13""",12.0,2.54,1.60,154.89,134.3,-16.50,20231112
535,35,317,317 Roxane (A891 RD),15:26,17:19,19:11,03:44,05:09:31,"+19 57'43""",13.0,2.26,1.34,150.70,130.0,-12.07,20231112
536,36,498,498 Tokio (A902 XA),16:01,17:39,19:17,03:15,05:29:55,"+16 29'06""",12.8,2.52,1.64,145.64,125.2,-9.95,20231112
537,37,389,389 Industria (A894 EE),15:24,17:44,20:03,04:38,05:34:35,"+29 24'54""",12.2,2.68,1.81,144.09,123.7,-2.08,20231112
538,38,159,159 Aemilia (A876 BA),16:23,17:58,19:34,03:10,05:49:26,"+15 56'20""",12.9,2.84,2.00,140.92,120.4,-6.23,20231112
539,39,37,37 Fides (A855 TB),16:04,18:20,20:36*,04:31,06:10:56,"+27 57'32""",10.6,2.18,1.35,136.36,115.8,4.04,20231112
540,40,488,488 Kreusa (A902 MC),16:19,18:20,20:21,04:01,06:10:58,"+22 21'05""",12.8,3.01,2.22,136.43,115.7,1.36,20231112
541,41,704,704 Interamnia (A910 TC),15:54,18:20,20:46*,04:41,06:10:52,"+32 57'01""",10.9,2.78,1.98,135.83,115.7,6.40,20231112
542,42,776,776 Berbericia (A914 BE),16:30,18:33,20:36*,04:05,06:24:15,"+23 04'51""",11.8,2.59,1.81,133.39,112.7,4.41,20231112
543,43,4,4 Vesta (A807 FA),16:50,18:39,20:29,03:38,06:30:35,"+19 10'17""",7.27,2.57,1.81,131.61,110.9,3.92,20231112
544,44,9,9 Metis (A848 HA),16:35,18:41,20:48*,04:00,06:32:36,"+24 24'18""",9.49,2.09,1.30,131.54,110.9,6.71,20231112
545,45,48,48 Doris (A857 SA),17:26,18:53,20:20,02:54,06:44:10,"+14 25'26""",12.1,2.91,2.19,127.65,107.2,4.66,20231112
546,46,5,5 Astraea (A845 XA),17:22,18:58,20:33,03:11,06:49:01,"+16 02'07""",10.7,2.27,1.53,126.80,106.2,6.43,20231112
547,47,92,92 Undina (A867 NA),18:00,19:55,21:50*,02:35,07:46:17,"+20 37'08""",12.5,3.33,2.79,114.22,93.51,20.70,20231112
548,48,128,128 Nemesis (A872 WA),18:49,20:48*,22:48*,01:46,08:39:43,"+22 03'51""",12.7,2.68,2.29,102.36,81.74,32.86,20231112
549,49,71,71 Niobe (A861 PA),18:43,21:05*,23:27*,01:52,08:56:32,"+31 00'37""",12.3,2.91,2.55,100.87,80.86,38.83,20231112
550,0,602,602 Marianna (A906 DJ),10:09,11:27,12:46,02:36,23:20:57,"+12 58'53""",12.6,2.31,1.59,124.75,134.0,-44.25,20231113
551,1,678,678 Fredegundis (A909 BQ),11:04,12:01,12:58,01:54,23:55:00,"+10 14'50""",12.4,2.02,1.22,132.21,141.5,-50.22,20231113
552,2,120,120 Lachesis (A872 GB),11:41,13:03,14:24,02:43,00:56:50,"+13 30'38""",13.0,3.28,2.40,147.67,157.0,-49.48,20231113
553,3,639,639 Latona (A907 OA),11:24,13:17,15:11,03:47,01:11:31,"+20 21'26""",12.6,2.76,1.85,151.88,160.8,-42.43,20231113
554,4,123,123 Brunhild (A872 OB),11:36,13:28,15:20,03:44,01:22:14,"+19 55'02""",12.5,2.42,1.49,154.40,163.3,-42.54,20231113
555,5,135,135 Hertha (A874 DA),12:17,13:33,14:49,02:31,01:27:15,"+12 34'47""",11.3,2.18,1.25,154.67,164.0,-49.54,20231113
556,6,122,122 Gerda (A872 OA),13:02,13:45,14:28,01:26,01:39:40,"+08 56'25""",12.6,3.25,2.32,156.33,165.2,-52.29,20231113
557,7,127,127 Johanna (A872 VB),12:42,14:10,15:39,02:56,02:04:45,"+14 38'08""",12.5,2.73,1.76,164.01,173.3,-44.83,20231113
558,8,509,509 Iolanda (A903 HD),12:58,14:10,15:23,02:24,02:04:33,"+12 05'15""",12.4,2.79,1.83,163.19,172.1,-47.19,20231113
559,9,595,595 Polyxena (A906 FL),12:19,14:17,16:14,03:55,02:10:56,"+21 30'34""",12.7,3.23,2.26,165.56,173.2,-37.92,20231113
560,10,21,21 Lutetia (A852 VA),13:28,14:33,15:37,02:08,02:27:00,"+11 02'05""",10.3,2.25,1.28,167.60,174.2,-45.61,20231113
561,11,93,93 Minerva (A867 QA),12:39,14:48,16:56,04:16,02:41:57,"+24 54'22""",12.1,2.96,1.98,170.28,171.4,-31.79,20231113
562,12,119,119 Althaea (A872 GA),13:37,14:49,16:01,02:24,02:43:11,"+12 03'00""",11.4,2.40,1.41,171.36,174.5,-42.62,20231113
563,13,132,132 Aethra (A873 LA),12:31,15:03,17:34,05:03,02:57:10,"+37 18'21""",12.4,2.46,1.51,160.22,158.6,-19.36,20231113
564,14,139,139 Juewa (A874 TA),12:59,15:22,17:46,04:46,03:16:57,"+31 29'40""",12.3,2.92,1.95,166.16,161.9,-22.14,20231113
565,15,241,241 Germania (A884 RA),13:18,15:23,17:27,04:09,03:17:09,"+23 36'53""",11.7,2.87,1.89,173.90,167.2,-28.52,20231113
566,16,409,409 Aspasia (A895 XC),13:26,15:24,17:22,03:56,03:18:23,"+21 38'41""",11.3,2.76,1.77,175.64,167.8,-29.92,20231113
567,17,154,154 Bertha (A875 VD),13:12,15:28,17:44,04:31,03:22:40,"+27 51'17""",12.6,3.40,2.42,169.48,163.7,-24.38,20231113
568,18,90,90 Antiope (A866 TA),13:49,15:32,17:16,03:27,03:26:46,"+17 46'50""",12.8,3.13,2.14,176.04,166.7,-31.67,20231113
569,19,144,144 Vibilia (A875 LA),14:07,15:40,17:12,03:05,03:34:11,"+15 29'14""",10.4,2.13,1.14,173.82,164.8,-32.19,20231113
570,20,895,895 Helio (A918 NA),13:12,15:46,18:19,05:06,03:40:15,"+39 21'55""",12.5,2.78,1.84,157.40,152.8,-12.99,20231113
571,21,363,363 Padua (A893 FD),14:13,16:02,17:51,03:37,03:56:46,"+19 03'12""",12.7,2.63,1.65,168.86,159.5,-25.88,20231113
572,22,481,481 Emita (A902 CB),14:22,16:03,17:44,03:22,03:58:02,"+17 11'49""",11.7,2.31,1.33,168.57,159.3,-26.95,20231113
573,23,182,182 Elsa (A878 CC),14:23,16:04,17:46,03:23,03:59:03,"+17 19'19""",11.1,1.96,0.985,168.33,159.0,-26.69,20231113
574,24,24,24 Themis (A853 GA),14:11,16:08,18:04,03:52,04:02:21,"+21 06'09""",11.7,3.08,2.11,167.24,158.0,-23.51,20231113
575,25,70,70 Panopaea (A861 JA),14:09,16:17,18:26,04:16,04:11:55,"+24 58'01""",12.2,2.75,1.79,163.92,155.1,-19.24,20231113
576,26,503,503 Evelyn (A903 BL),14:26,16:17,18:08,03:41,04:11:34,"+19 31'38""",12.5,2.39,1.42,165.34,156.0,-23.02,20231113
577,27,65,65 Cybele (A861 EB),14:44,16:22,18:00,03:15,04:16:46,"+16 30'21""",12.5,3.82,2.86,164.04,154.7,-24.09,20231113
578,28,113,113 Amalthea (A871 EA),14:59,16:23,17:48,02:48,04:18:03,"+13 54'51""",12.0,2.54,1.57,163.23,154.1,-25.53,20231113
579,29,346,346 Hermentaria (A892 WC),15:07,16:34,18:01,02:53,04:28:45,"+14 23'29""",11.0,2.56,1.60,160.83,151.6,-23.21,20231113
580,30,306,306 Unitas (A891 EA),15:42,16:35,17:28,01:45,04:29:59,"+09 48'15""",12.2,2.43,1.48,159.07,150.3,-25.76,20231113
581,31,358,358 Apollonia (A893 EC),15:04,16:42,18:20,03:15,04:36:41,"+16 32'33""",12.6,2.44,1.49,159.30,150.0,-20.38,20231113
582,32,95,95 Arethusa (A867 WA),14:47,16:46,18:46,03:59,04:40:59,"+22 01'54""",11.8,2.64,1.69,158.24,149.0,-16.17,20231113
583,33,347,347 Pariana (A892 WD),15:15,16:46,18:17,03:02,04:40:47,"+15 12'43""",13.0,2.70,1.75,158.14,148.9,-20.40,20231113
584,34,758,758 Mancunia (A912 KB),15:12,16:49,18:27,03:15,04:43:59,"+16 26'31""",12.4,2.72,1.78,157.55,148.2,-19.05,20231113
585,35,480,480 Hansa (A901 KB),15:11,16:56,18:41,03:29,04:50:51,"+18 04'26""",11.9,2.54,1.60,156.06,146.7,-16.76,20231113
586,36,317,317 Roxane (A891 RD),15:22,17:14,19:06,03:44,05:08:44,"+19 56'06""",12.9,2.26,1.34,151.89,142.6,-12.24,20231113
587,37,160,160 Una (A876 DA),15:09,17:26,19:43,04:33,05:20:45,"+28 17'29""",13.0,2.55,1.65,148.27,139.4,-5.22,20231113
588,38,498,498 Tokio (A902 XA),15:57,17:34,19:12,03:15,05:29:13,"+16 30'21""",12.7,2.53,1.64,146.79,137.5,-10.08,20231113
589,39,389,389 Industria (A894 EE),15:20,17:39,19:58,04:38,05:33:58,"+29 23'42""",12.2,2.68,1.81,145.21,136.4,-2.20,20231113
590,40,159,159 Aemilia (A876 BA),16:19,17:54,19:29,03:09,05:49:02,"+15 55'21""",12.9,2.84,1.99,142.00,132.7,-6.32,20231113
591,41,704,704 Interamnia (A910 TC),15:50,18:15,20:41*,04:46,06:10:24,"+32 54'33""",10.9,2.78,1.98,136.91,128.3,6.29,20231113
592,42,37,37 Fides (A855 TB),16:00,18:16,20:32,04:32,06:10:46,"+27 59'49""",10.6,2.18,1.35,137.40,128.4,4.03,20231113
593,43,488,488 Kreusa (A902 MC),16:15,18:16,20:16,04:01,06:10:39,"+22 23'59""",12.8,3.01,2.21,137.51,128.3,1.32,20231113
594,44,776,776 Berbericia (A914 BE),16:26,18:29,20:32,04:06,06:23:57,"+23 11'40""",11.8,2.59,1.80,134.48,125.3,4.40,20231113
595,45,4,4 Vesta (A807 FA),16:46,18:35,20:25,03:38,06:30:18,"+19 11'24""",7.25,2.57,1.80,132.68,123.4,3.87,20231113
596,46,9,9 Metis (A848 HA),16:31,18:38,20:45*,04:05,06:32:36,"+24 27'59""",9.47,2.09,1.29,132.55,123.4,6.74,20231113
597,47,48,48 Doris (A857 SA),17:22,18:49,20:16,02:53,06:44:03,"+14 22'47""",12.0,2.91,2.18,128.66,119.3,4.62,20231113
598,48,5,5 Astraea (A845 XA),17:19,18:54,20:29,03:10,06:49:09,"+16 00'28""",10.7,2.27,1.52,127.76,118.4,6.45,20231113
599,49,92,92 Undina (A867 NA),17:56,19:51,21:46*,02:40,07:46:24,"+20 38'41""",12.5,3.33,2.78,115.20,106.0,20.73,20231113
600,0,602,602 Marianna (A906 DJ),10:05,11:23,12:42,02:36,23:21:11,"+12 59'29""",12.6,2.31,1.60,123.85,122.2,-44.27,20231114
601,1,678,678 Fredegundis (A909 BQ),11:01,11:57,12:54,01:53,23:55:14,"+10 11'11""",12.4,2.02,1.23,131.26,129.3,-50.30,20231114
602,2,120,120 Lachesis (A872 GB),11:37,12:58,14:20,02:42,00:56:20,"+13 27'21""",13.0,3.28,2.41,146.56,144.5,-49.54,20231114
603,3,639,639 Latona (A907 OA),11:20,13:13,15:06,03:46,01:11:02,"+20 14'41""",12.6,2.76,1.85,150.86,149.5,-42.55,20231114
604,4,123,123 Brunhild (A872 OB),11:32,13:23,15:15,03:43,01:21:36,"+19 49'16""",12.5,2.42,1.50,153.34,151.9,-42.66,20231114
605,5,135,135 Hertha (A874 DA),12:13,13:29,14:44,02:30,01:26:40,"+12 31'14""",11.3,2.18,1.25,153.52,151.1,-49.63,20231114
606,6,122,122 Gerda (A872 OA),12:59,13:41,14:23,01:24,01:39:05,"+08 52'54""",12.7,3.25,2.33,155.17,152.3,-52.39,20231114
607,7,127,127 Johanna (A872 VB),12:38,14:06,15:34,02:56,02:03:53,"+14 36'23""",12.5,2.73,1.77,162.79,160.3,-44.94,20231114
608,8,509,509 Iolanda (A903 HD),12:54,14:06,15:17,02:22,02:03:55,"+11 56'20""",12.5,2.79,1.83,161.99,159.1,-47.39,20231114
609,9,595,595 Polyxena (A906 FL),12:14,14:12,16:10,03:55,02:10:03,"+21 29'51""",12.7,3.23,2.26,164.51,163.3,-38.01,20231114
610,10,21,21 Lutetia (A852 VA),13:24,14:28,15:32,02:07,02:26:05,"+10 59'31""",10.3,2.26,1.28,166.41,163.1,-45.76,20231114
611,11,93,93 Minerva (A867 QA),12:34,14:43,16:51,04:16,02:40:58,"+24 51'29""",12.1,2.96,1.98,169.67,170.0,-31.94,20231114
612,12,119,119 Althaea (A872 GA),13:33,14:44,15:55,02:22,02:42:19,"+11 56'38""",11.4,2.40,1.41,170.20,166.6,-42.83,20231114
613,13,132,132 Aethra (A873 LA),12:26,14:58,17:29,05:02,02:55:57,"+37 06'02""",12.3,2.46,1.50,160.49,163.3,-19.66,20231114
614,14,139,139 Juewa (A874 TA),12:54,15:17,17:41,04:46,03:15:52,"+31 28'32""",12.2,2.92,1.94,166.52,169.8,-22.29,20231114
615,15,241,241 Germania (A884 RA),13:14,15:18,17:22,04:08,03:16:17,"+23 32'11""",11.7,2.87,1.89,174.45,177.5,-28.71,20231114
616,16,409,409 Aspasia (A895 XC),13:21,15:19,17:17,03:55,03:17:26,"+21 31'19""",11.3,2.76,1.77,176.40,179.0,-30.15,20231114
617,17,154,154 Bertha (A875 VD),13:07,15:23,17:39,04:31,03:21:39,"+27 52'33""",12.6,3.40,2.42,169.98,173.5,-24.50,20231114
618,18,90,90 Antiope (A866 TA),13:44,15:27,17:11,03:26,03:25:54,"+17 44'18""",12.8,3.13,2.14,177.21,176.2,-31.84,20231114
619,19,144,144 Vibilia (A875 LA),14:02,15:35,17:07,03:05,03:33:11,"+15 28'47""",10.3,2.13,1.14,174.80,173.5,-32.36,20231114
620,20,895,895 Helio (A918 NA),13:08,15:41,18:14,05:06,03:39:17,"+39 12'39""",12.5,2.78,1.84,158.11,161.8,-13.23,20231114
621,21,363,363 Padua (A893 FD),14:08,15:57,17:46,03:37,03:55:49,"+19 02'38""",12.6,2.63,1.65,170.09,171.7,-26.05,20231114
622,22,481,481 Emita (A902 CB),14:17,15:58,17:40,03:22,03:57:03,"+17 14'01""",11.7,2.31,1.33,169.77,170.7,-27.10,20231114
623,23,182,182 Elsa (A878 CC),14:18,16:00,17:41,03:22,03:58:08,"+17 17'17""",11.0,1.96,0.983,169.52,170.5,-26.87,20231114
624,24,24,24 Themis (A853 GA),14:07,16:03,17:59,03:52,04:01:32,"+21 04'06""",11.7,3.08,2.11,168.44,170.7,-23.67,20231114
625,25,70,70 Panopaea (A861 JA),14:04,16:12,18:21,04:16,04:10:51,"+24 59'30""",12.1,2.76,1.79,165.10,168.2,-19.40,20231114
626,26,503,503 Evelyn (A903 BL),14:21,16:12,18:03,03:41,04:10:40,"+19 31'32""",12.4,2.39,1.41,166.56,168.4,-23.18,20231114
627,27,65,65 Cybele (A861 EB),14:40,16:17,17:55,03:15,04:16:03,"+16 28'09""",12.5,3.82,2.85,165.16,166.3,-24.25,20231114
628,28,113,113 Amalthea (A871 EA),14:55,16:18,17:42,02:47,04:17:05,"+13 52'20""",12.0,2.54,1.57,164.34,164.9,-25.73,20231114
629,29,346,346 Hermentaria (A892 WC),15:02,16:29,17:56,02:53,04:27:53,"+14 23'44""",10.9,2.56,1.60,161.96,162.8,-23.37,20231114
630,30,306,306 Unitas (A891 EA),15:38,16:30,17:23,01:44,04:29:01,"+09 45'03""",12.2,2.43,1.48,160.08,160.1,-25.98,20231114
631,31,358,358 Apollonia (A893 EC),15:00,16:37,18:15,03:15,04:35:56,"+16 29'32""",12.5,2.44,1.48,160.44,161.8,-20.55,20231114
632,32,347,347 Pariana (A892 WD),15:10,16:41,18:13,03:02,04:39:55,"+15 13'34""",13.0,2.69,1.75,159.29,160.5,-20.56,20231114
633,33,95,95 Arethusa (A867 WA),14:42,16:42,18:41,03:58,04:40:15,"+21 55'13""",11.8,2.64,1.69,159.43,161.8,-16.37,20231114
634,34,758,758 Mancunia (A912 KB),15:07,16:45,18:22,03:14,04:43:17,"+16 25'51""",12.4,2.72,1.77,158.69,160.1,-19.19,20231114
635,35,480,480 Hansa (A901 KB),15:07,16:51,18:35,03:28,04:50:03,"+17 53'35""",11.9,2.53,1.59,157.22,159.0,-17.02,20231114
636,36,317,317 Roxane (A891 RD),15:17,17:09,19:01,03:44,05:07:55,"+19 54'27""",12.9,2.26,1.33,153.08,155.2,-12.41,20231114
637,37,160,160 Una (A876 DA),15:05,17:21,19:38,04:33,05:20:05,"+28 18'50""",13.0,2.55,1.65,149.40,152.4,-5.33,20231114
638,38,498,498 Tokio (A902 XA),15:52,17:30,19:08,03:15,05:28:30,"+16 31'39""",12.7,2.53,1.63,147.95,149.7,-10.22,20231114
639,39,389,389 Industria (A894 EE),15:15,17:35,19:54,04:38,05:33:19,"+29 22'26""",12.2,2.68,1.80,146.34,149.4,-2.33,20231114
640,40,159,159 Aemilia (A876 BA),16:15,17:50,19:25,03:09,05:48:37,"+15 54'23""",12.8,2.84,1.98,143.08,144.9,-6.42,20231114
641,41,488,488 Kreusa (A902 MC),16:10,18:11,20:12,04:01,06:10:17,"+22 26'56""",12.8,3.01,2.20,138.60,141.0,1.27,20231114
642,42,704,704 Interamnia (A910 TC),15:45,18:11,20:37,04:51,06:09:54,"+32 52'00""",10.8,2.78,1.97,138.00,141.2,6.18,20231114
643,43,37,37 Fides (A855 TB),15:55,18:12,20:28,04:32,06:10:33,"+28 02'05""",10.6,2.18,1.34,138.44,141.3,4.00,20231114
644,44,776,776 Berbericia (A914 BE),16:21,18:25,20:28,04:07,06:23:37,"+23 18'32""",11.8,2.59,1.79,135.57,138.1,4.38,20231114
645,45,4,4 Vesta (A807 FA),16:42,18:31,20:20,03:38,06:29:59,"+19 12'33""",7.23,2.57,1.79,133.75,136.0,3.81,20231114
646,46,9,9 Metis (A848 HA),16:26,18:34,20:41*,04:10,06:32:34,"+24 31'45""",9.44,2.09,1.28,133.57,136.2,6.76,20231114
647,47,48,48 Doris (A857 SA),17:18,18:45,20:11,02:53,06:43:54,"+14 20'11""",12.0,2.91,2.17,129.68,131.6,4.56,20231114
648,48,5,5 Astraea (A845 XA),17:15,18:50,20:26,03:10,06:49:16,"+15 58'54""",10.7,2.27,1.51,128.72,130.8,6.46,20231114
649,49,92,92 Undina (A867 NA),17:52,19:47,21:42*,02:44,07:46:29,"+20 40'18""",12.5,3.33,2.77,116.19,118.7,20.76,20231114
650,0,602,602 Marianna (A906 DJ),10:01,11:20,12:38,02:37,23:21:26,"+13 00'12""",12.6,2.31,1.61,122.96,110.0,-44.29,20231115
651,1,678,678 Fredegundis (A909 BQ),10:57,11:54,12:50,01:52,23:55:29,"+10 07'43""",12.5,2.02,1.24,130.33,116.6,-50.37,20231115
652,2,639,639 Latona (A907 OA),11:16,13:09,15:02,03:45,01:10:35,"+20 08'00""",12.6,2.76,1.86,149.83,137.0,-42.67,20231115
653,3,123,123 Brunhild (A872 OB),11:27,13:19,15:10,03:42,01:21:00,"+19 43'31""",12.5,2.42,1.50,152.27,139.3,-42.77,20231115
654,4,135,135 Hertha (A874 DA),12:09,13:24,14:39,02:29,01:26:07,"+12 27'49""",11.3,2.19,1.26,152.37,138.0,-49.71,20231115
655,5,122,122 Gerda (A872 OA),12:55,13:36,14:18,01:23,01:38:31,"+08 49'29""",12.7,3.25,2.33,154.01,139.1,-52.49,20231115
656,6,127,127 Johanna (A872 VB),12:33,14:01,15:29,02:55,02:03:02,"+14 34'40""",12.5,2.73,1.77,161.59,147.0,-45.05,20231115
657,7,509,509 Iolanda (A903 HD),12:51,14:01,15:11,02:20,02:03:19,"+11 47'30""",12.5,2.79,1.84,160.79,145.9,-47.59,20231115
658,8,595,595 Polyxena (A906 FL),12:09,14:07,16:05,03:55,02:09:11,"+21 29'05""",12.8,3.23,2.27,163.44,150.6,-38.10,20231115
659,9,21,21 Lutetia (A852 VA),13:19,14:23,15:27,02:07,02:25:11,"+10 57'04""",10.4,2.26,1.29,165.22,150.1,-45.90,20231115
660,10,93,93 Minerva (A867 QA),12:30,14:38,16:46,04:15,02:40:01,"+24 48'32""",12.1,2.96,1.98,168.96,158.2,-32.08,20231115
661,11,119,119 Althaea (A872 GA),13:29,14:39,15:50,02:21,02:41:28,"+11 50'22""",11.5,2.40,1.42,169.03,153.9,-43.03,20231115
662,12,132,132 Aethra (A873 LA),12:21,14:52,17:23,05:02,02:54:44,"+36 53'22""",12.3,2.45,1.50,160.67,159.0,-19.96,20231115
663,13,139,139 Juewa (A874 TA),12:49,15:12,17:36,04:46,03:14:48,"+31 27'15""",12.2,2.91,1.94,166.79,165.1,-22.43,20231115
664,14,241,241 Germania (A884 RA),13:09,15:13,17:17,04:08,03:15:24,"+23 27'25""",11.7,2.87,1.89,174.77,166.0,-28.89,20231115
665,15,409,409 Aspasia (A895 XC),13:17,15:14,17:12,03:54,03:16:29,"+21 23'53""",11.3,2.76,1.77,176.84,165.8,-30.39,20231115
666,16,154,154 Bertha (A875 VD),13:02,15:18,17:34,04:31,03:20:39,"+27 53'44""",12.6,3.40,2.42,170.36,167.2,-24.61,20231115
667,17,90,90 Antiope (A866 TA),13:39,15:23,17:06,03:26,03:25:03,"+17 41'44""",12.7,3.13,2.14,178.30,165.9,-32.00,20231115
668,18,144,144 Vibilia (A875 LA),13:57,15:30,17:02,03:05,03:32:11,"+15 28'22""",10.3,2.13,1.15,175.66,165.9,-32.53,20231115
669,19,895,895 Helio (A918 NA),13:03,15:36,18:09,05:06,03:38:18,"+39 03'07""",12.4,2.78,1.84,158.77,163.9,-13.47,20231115
670,20,363,363 Padua (A893 FD),14:04,15:52,17:41,03:37,03:54:51,"+19 02'02""",12.6,2.63,1.65,171.31,172.1,-26.22,20231115
671,21,481,481 Emita (A902 CB),14:12,15:54,17:35,03:22,03:56:03,"+17 16'13""",11.6,2.31,1.33,170.96,170.8,-27.25,20231115
672,22,182,182 Elsa (A878 CC),14:13,15:55,17:36,03:22,03:57:12,"+17 15'16""",11.0,1.96,0.981,170.69,171.0,-27.06,20231115
673,23,24,24 Themis (A853 GA),14:02,15:58,17:54,03:52,04:00:42,"+21 01'59""",11.6,3.08,2.10,169.65,174.5,-23.83,20231115
674,24,70,70 Panopaea (A861 JA),13:59,16:07,18:16,04:17,04:09:46,"+25 00'53""",12.1,2.76,1.79,166.28,178.5,-19.56,20231115
675,25,503,503 Evelyn (A903 BL),14:17,16:07,17:58,03:41,04:09:44,"+19 31'24""",12.4,2.39,1.41,167.77,174.2,-23.34,20231115
676,26,65,65 Cybele (A861 EB),14:35,16:13,17:50,03:14,04:15:20,"+16 25'56""",12.5,3.82,2.85,166.27,171.3,-24.40,20231115
677,27,113,113 Amalthea (A871 EA),14:50,16:14,17:37,02:47,04:16:07,"+13 49'50""",11.9,2.54,1.57,165.43,168.7,-25.94,20231115
678,28,346,346 Hermentaria (A892 WC),14:57,16:24,17:51,02:53,04:27:00,"+14 24'01""",10.9,2.56,1.60,163.08,169.0,-23.53,20231115
679,29,306,306 Unitas (A891 EA),15:34,16:25,17:17,01:43,04:28:03,"+09 41'57""",12.2,2.43,1.48,161.06,164.3,-26.20,20231115
680,30,358,358 Apollonia (A893 EC),14:55,16:33,18:10,03:15,04:35:11,"+16 26'30""",12.5,2.44,1.48,161.57,170.3,-20.72,20231115
681,31,347,347 Pariana (A892 WD),15:05,16:36,18:08,03:03,04:39:02,"+15 14'26""",12.9,2.69,1.74,160.45,168.8,-20.72,20231115
682,32,95,95 Arethusa (A867 WA),14:38,16:37,18:36,03:57,04:39:29,"+21 48'29""",11.8,2.64,1.68,160.62,173.8,-16.58,20231115
683,33,758,758 Mancunia (A912 KB),15:03,16:40,18:17,03:14,04:42:33,"+16 25'12""",12.4,2.72,1.77,159.82,169.4,-19.34,20231115
684,34,480,480 Hansa (A901 KB),15:03,16:47,18:30,03:26,04:49:14,"+17 42'39""",11.9,2.53,1.59,158.39,169.4,-17.28,20231115
685,35,317,317 Roxane (A891 RD),15:12,17:04,18:56,03:44,05:07:05,"+19 52'48""",12.9,2.26,1.33,154.28,167.2,-12.59,20231115
686,36,160,160 Una (A876 DA),15:00,17:17,19:33,04:33,05:19:23,"+28 20'07""",12.9,2.55,1.64,150.53,165.6,-5.44,20231115
687,37,498,498 Tokio (A902 XA),15:47,17:25,19:03,03:16,05:27:45,"+16 32'59""",12.7,2.53,1.63,149.11,161.3,-10.36,20231115
688,38,210,210 Isabella (A879 VA),15:10,17:27,19:44,04:34,05:30:05,"+28 27'50""",13.0,2.41,1.51,148.21,163.2,-3.42,20231115
689,39,389,389 Industria (A894 EE),15:11,17:30,19:49,04:38,05:32:39,"+29 21'04""",12.1,2.68,1.79,147.47,162.5,-2.46,20231115
690,40,159,159 Aemilia (A876 BA),16:11,17:45,19:20,03:09,05:48:10,"+15 53'28""",12.8,2.84,1.98,144.17,156.7,-6.52,20231115
691,41,37,37 Fides (A855 TB),15:51,18:07,20:24,04:32,06:10:18,"+28 04'21""",10.5,2.18,1.33,139.49,154.4,3.97,20231115
692,42,488,488 Kreusa (A902 MC),16:06,18:07,20:08,04:02,06:09:55,"+22 29'54""",12.7,3.01,2.19,139.69,153.9,1.22,20231115
693,43,704,704 Interamnia (A910 TC),15:41,18:07,20:32,04:50,06:09:23,"+32 49'22""",10.8,2.79,1.96,139.09,154.2,6.06,20231115
694,44,776,776 Berbericia (A914 BE),16:16,18:20,20:24,04:07,06:23:14,"+23 25'29""",11.7,2.60,1.79,136.66,151.1,4.36,20231115
695,45,4,4 Vesta (A807 FA),16:37,18:27,20:16,03:39,06:29:39,"+19 13'47""",7.21,2.57,1.78,134.84,148.7,3.75,20231115
696,46,9,9 Metis (A848 HA),16:22,18:30,20:37,04:14,06:32:29,"+24 35'34""",9.42,2.09,1.28,134.59,149.2,6.77,20231115
697,47,48,48 Doris (A857 SA),17:14,18:41,20:07,02:52,06:43:43,"+14 17'38""",12.0,2.91,2.16,130.70,143.8,4.51,20231115
698,48,5,5 Astraea (A845 XA),17:11,18:46,20:22,03:10,06:49:21,"+15 57'24""",10.6,2.27,1.50,129.69,143.2,6.47,20231115
699,49,92,92 Undina (A867 NA),17:48,19:43,21:38*,02:49,07:46:33,"+20 42'00""",12.5,3.33,2.76,117.19,131.7,20.78,20231115
